,ResponseID,StartDate,EndDate,timeP1_1,timeP1_2,timeP1_3,timeP1_4,LeftP1,RightP2,timeP2_1,timeP2_2,timeP2_3,timeP2_4,LeftP2,RightP2.1,time2.1Sh.2.,Age,Sex,Lang,Lang_TEXT,DO.BR.FL_65,DO.BR.FL_71,DO.BR.FL_90,DO.BR.FL_72,DO.BR.FL_91,DO.BR.FL_73,DO.BR.FL_94,DO.BR.FL_74,DO.BR.FL_97,trialCode,time_1,species,trialKind,stimOrder,time_2,time_3,time_4,leftResponse,rightResponse,ComparisonType,SharedType,SharedTypeNum,trial,ResponseOne,ResponseTwo,wordLenRespOne,wordLenRespTwo,wordsRespOne,wordsRespTwo,taggedWordsRespOne,taggedWordsRespTwo,contentWordsRespOne,contentWordsRespTwo,contentWordsRespOneNoBe,contentWordsRespTwoNoBe,contentWordLenRespOne,contentWordLenRespTwo,contentWordLenRespOneNoBe,contentWordLenRespTwoNoBe,uniqueWordPercOne,uniqueWordPercTwo,uniqueContentWordPercOne,uniqueContentWordPercTwo,uniqueContentWordNoBePercOne,uniqueContentWordNoBePercTwo
242,R_2q9POO3pqmktnrU,1/15/16 15:25,1/15/16 15:33,4.55,17.183,29.722,2,The figure is round.,The figure has sides or edges.,2.386,15.893,28.515,2,It is a long horizontal line.,It is a shorter horizontal line.,,32,2,1,,FL_94|FL_71|FL_72|FL_91|FL_97|FL_74|FL_73|FL_90,FL_L86,FL_L81,FL_L68,FL_L89,FL_L69,FL_L92,FL_L64,FL_L95,time4.1Su_1.1.,4.793,4,1Su,1,40.803,47.003,3,Image looks clumped.,Image looks smooth or liquid.,surface,shape,1,4_1Su,Image looks clumped.,Image looks smooth or liquid.,3,5,"[u'Image', u'looks', u'clumped.']","[u'Image', u'looks', u'smooth', u'or', u'liquid.']","[(u'Image', 'NN'), (u'looks', 'NNS'), (u'clumped', 'VBD'), (u'.', '.')]","[(u'Image', 'NN'), (u'looks', 'NNS'), (u'smooth', 'VBP'), (u'or', 'CC'), (u'liquid', 'NN'), (u'.', '.')]","[(u'Image', 'NN'), (u'looks', 'NNS'), (u'clumped', 'VBD')]","[(u'Image', 'NN'), (u'looks', 'NNS'), (u'smooth', 'VBP'), (u'liquid', 'NN')]","[(u'Image', 'NN'), (u'looks', 'NNS'), (u'clumped', 'VBD')]","[(u'Image', 'NN'), (u'looks', 'NNS'), (u'smooth', 'VBP'), (u'liquid', 'NN')]",3,4,3,4,0.725490196,0.666666667,0.729166667,0.731707317,0.723404255,0.725
243,R_1rDhoNLqc2XfuKX,1/15/16 15:35,1/15/16 15:40,4.436,4.436,22.349,1,is round and does not have corner,has straight lines and angles,2.611,2.611,12.42,1,the line is longer,the line is shorter,,26,2,1,,FL_97|FL_71|FL_90|FL_73|FL_91|FL_74|FL_94|FL_72,FL_L4,FL_L78,FL_L68,FL_L89,FL_L69,FL_L93,FL_L64,FL_L95,time4.1Su_1.1.,2.603,4,1Su,1,17.851,30.172,3,has more detail and straight lines,has less detail and more roundness,surface,shape,1,4_1Su,has more detail and straight lines,has less detail and more roundness,6,6,"[u'has', u'more', u'detail', u'and', u'straight', u'lines']","[u'has', u'less', u'detail', u'and', u'more', u'roundness']","[(u'has', 'VBZ'), (u'more', 'JJR'), (u'detail', 'NN'), (u'and', 'CC'), (u'straight', 'JJ'), (u'lines', 'NNS')]","[(u'has', 'VBZ'), (u'less', 'JJR'), (u'detail', 'NN'), (u'and', 'CC'), (u'more', 'JJR'), (u'roundness', 'NN')]","[(u'has', 'VBZ'), (u'more', 'JJR'), (u'detail', 'NN'), (u'straight', 'JJ'), (u'lines', 'NNS')]","[(u'has', 'VBZ'), (u'less', 'JJR'), (u'detail', 'NN'), (u'more', 'JJR'), (u'roundness', 'NN')]","[(u'has', 'VBZ'), (u'more', 'JJR'), (u'detail', 'NN'), (u'straight', 'JJ'), (u'lines', 'NNS')]","[(u'has', 'VBZ'), (u'less', 'JJR'), (u'detail', 'NN'), (u'more', 'JJR'), (u'roundness', 'NN')]",5,5,5,5,0.725490196,0.666666667,0.729166667,0.731707317,0.723404255,0.725
244,R_7P2v2GHsUPqaixr,1/15/16 15:51,1/15/16 15:54,1.128,1.128,6.956,1,circle,triangle,1.153,1.353,10.567,2,lengthier line,less lengthier line,,27,1,1,,FL_74|FL_90|FL_72|FL_71|FL_94|FL_97|FL_91|FL_73,FL_L86,FL_L81,FL_L62,FL_L88,FL_L63,FL_L92,FL_L64,FL_L95,time4.1Su_1.1.,1.021,4,1Su,1,10.26,10.641,3,less smooth,more smooth,surface,shape,1,4_1Su,less smooth,more smooth,2,2,"[u'less', u'smooth']","[u'more', u'smooth']","[(u'less', 'JJR'), (u'smooth', 'NN')]","[(u'more', 'JJR'), (u'smooth', 'IN')]","[(u'less', 'JJR'), (u'smooth', 'NN')]","[(u'more', 'JJR')]","[(u'less', 'JJR'), (u'smooth', 'NN')]","[(u'more', 'JJR')]",2,1,2,1,0.725490196,0.666666667,0.729166667,0.731707317,0.723404255,0.725
245,R_sFGiCOtAJbitX1f,1/15/16 15:51,1/15/16 15:55,2.834,12.182,20.691,2,circle,triangle,2.558,2.558,15.215,1,long line,short line,1,30,2,1,,FL_74|FL_91|FL_71|FL_73|FL_72|FL_90|FL_94|FL_97,FL_L86,FL_L81,FL_L62,FL_L88,FL_L69,FL_L93,FL_L64,FL_L96,time4.1Su_1.1.,5.668,4,1Su,1,30.442,30.834,2,more jagged blob,blob,surface,shape,1,4_1Su,more jagged blob,blob,3,1,"[u'more', u'jagged', u'blob']",[u'blob'],"[(u'more', 'JJR'), (u'jagged', 'VBD'), (u'blob', 'NN')]","[(u'blob', 'NN')]","[(u'more', 'JJR'), (u'jagged', 'VBD'), (u'blob', 'NN')]","[(u'blob', 'NN')]","[(u'more', 'JJR'), (u'jagged', 'VBD'), (u'blob', 'NN')]","[(u'blob', 'NN')]",3,1,3,1,0.725490196,0.666666667,0.729166667,0.731707317,0.723404255,0.725
246,R_3G9hgZUwjBYhACv,1/15/16 15:54,1/15/16 15:56,1.534,1.534,7.655,1,circle,triangle,2.105,2.105,9.111,1,longer line,shorter line,1,40,2,1,,FL_97|FL_74|FL_90|FL_73|FL_91|FL_72|FL_94|FL_71,FL_L4,FL_L81,FL_L62,FL_L88,FL_L63,FL_L93,FL_L64,FL_L96,time4.1Su_1.1.,1.996,4,1Su,1,1.996,10.241,1,more pokey things,no pokey things,surface,shape,1,4_1Su,more pokey things,no pokey things,3,3,"[u'more', u'pokey', u'things']","[u'no', u'pokey', u'things']","[(u'more', 'JJR'), (u'pokey', 'JJ'), (u'things', 'NNS')]","[(u'no', 'DT'), (u'pokey', 'NN'), (u'things', 'NNS')]","[(u'more', 'JJR'), (u'pokey', 'JJ'), (u'things', 'NNS')]","[(u'pokey', 'NN'), (u'things', 'NNS')]","[(u'more', 'JJR'), (u'pokey', 'JJ'), (u'things', 'NNS')]","[(u'pokey', 'NN'), (u'things', 'NNS')]",3,2,3,2,0.725490196,0.666666667,0.729166667,0.731707317,0.723404255,0.725
247,R_3exXZga0lza4Np0,1/15/16 15:52,1/15/16 15:59,3.001,3.001,30.973,1,This is a circle. ,This is a triangle.,4.673,4.673,20.664,1,This line is longer than the other one.,This line is shorter than the other one.,1,36,2,1,,FL_91|FL_94|FL_90|FL_73|FL_71|FL_74|FL_72|FL_97,FL_L86,FL_L78,FL_L68,FL_L88,FL_L63,FL_L93,FL_L64,FL_L96,time4.1Su_1.1.,1.39,4,1Su,1,39.03,76.771,3,more irregular,more smooth,surface,shape,1,4_1Su,more irregular,more smooth,2,2,"[u'more', u'irregular']","[u'more', u'smooth']","[(u'more', 'JJR'), (u'irregular', 'JJ')]","[(u'more', 'JJR'), (u'smooth', 'IN')]","[(u'more', 'JJR'), (u'irregular', 'JJ')]","[(u'more', 'JJR')]","[(u'more', 'JJR'), (u'irregular', 'JJ')]","[(u'more', 'JJR')]",2,1,2,1,0.725490196,0.666666667,0.729166667,0.731707317,0.723404255,0.725
248,R_3n2XgpWlbE5MbDx,1/15/16 15:53,1/15/16 15:59,6.017,15.044,28.958,2,"Round, no edges","Triangle, 3 sides, 3 angles",6.732,14.783,15.42,3,Long line,short line,,27,2,1,,FL_72|FL_91|FL_97|FL_71|FL_90|FL_94|FL_74|FL_73,FL_L4,FL_L81,FL_L68,FL_L89,FL_L63,FL_L92,FL_L64,FL_L95,time4.1Su_1.1.,16.88,4,1Su,1,26.951,32.302,2,jagged outline,smooth outline,surface,shape,1,4_1Su,jagged outline,smooth outline,2,2,"[u'jagged', u'outline']","[u'smooth', u'outline']","[(u'jagged', 'VBD'), (u'outline', 'NN')]","[(u'smooth', 'NN'), (u'outline', 'NN')]","[(u'jagged', 'VBD'), (u'outline', 'NN')]","[(u'smooth', 'NN'), (u'outline', 'NN')]","[(u'jagged', 'VBD'), (u'outline', 'NN')]","[(u'smooth', 'NN'), (u'outline', 'NN')]",2,2,2,2,0.725490196,0.666666667,0.729166667,0.731707317,0.723404255,0.725
249,R_xt3dB0ytPWDogdX,1/15/16 15:58,1/15/16 16:01,3.621,3.621,16.836,1,has no corners,has corners,1.632,1.632,5.287,1,longer,shorter,,31,2,1,,FL_71|FL_90|FL_74|FL_91|FL_72|FL_73|FL_94|FL_97,FL_L86,FL_L78,FL_L62,FL_L89,FL_L69,FL_L93,FL_L64,FL_L96,time4.1Su_1.1.,1.451,4,1Su,1,1.451,6.688,1,more detail,less detail,surface,shape,1,4_1Su,more detail,less detail,2,2,"[u'more', u'detail']","[u'less', u'detail']","[(u'more', 'JJR'), (u'detail', 'NN')]","[(u'less', 'JJR'), (u'detail', 'NN')]","[(u'more', 'JJR'), (u'detail', 'NN')]","[(u'less', 'JJR'), (u'detail', 'NN')]","[(u'more', 'JJR'), (u'detail', 'NN')]","[(u'less', 'JJR'), (u'detail', 'NN')]",2,2,2,2,0.725490196,0.666666667,0.729166667,0.731707317,0.723404255,0.725
250,R_3nOAdEhCvjFUpSD,1/15/16 15:53,1/15/16 16:02,5.677,5.677,28.181,1,has no sides,has sides,2.255,2.255,11.552,1,is longer,is shorter,1,32,1,1,,FL_72|FL_74|FL_73|FL_90|FL_97|FL_71|FL_91|FL_94,FL_L86,FL_L78,FL_L68,FL_L88,FL_L69,FL_L92,FL_L64,FL_L95,time4.1Su_1.1.,2.876,4,1Su,1,2.876,21.333,1,more detail,less detail,surface,shape,1,4_1Su,more detail,less detail,2,2,"[u'more', u'detail']","[u'less', u'detail']","[(u'more', 'JJR'), (u'detail', 'NN')]","[(u'less', 'JJR'), (u'detail', 'NN')]","[(u'more', 'JJR'), (u'detail', 'NN')]","[(u'less', 'JJR'), (u'detail', 'NN')]","[(u'more', 'JJR'), (u'detail', 'NN')]","[(u'less', 'JJR'), (u'detail', 'NN')]",2,2,2,2,0.725490196,0.666666667,0.729166667,0.731707317,0.723404255,0.725
251,R_29bFNNtyRJ1Faid,1/15/16 16:24,1/15/16 16:30,8.405,19.189,20.213,4,circle,triangle,3.185,16.439,17.384,6,long line,shorter line,,39,2,2,Bengali,FL_94|FL_72|FL_91|FL_90|FL_74|FL_97|FL_71|FL_73,FL_L86,FL_L78,FL_L62,FL_L88,FL_L69,FL_L93,FL_L64,FL_L96,time4.1Su_1.1.,2.654,4,1Su,1,39.654,41.893,4,more tiny shapes,more smoother lines,surface,shape,1,4_1Su,more tiny shapes,more smoother lines,3,3,"[u'more', u'tiny', u'shapes']","[u'more', u'smoother', u'lines']","[(u'more', 'JJR'), (u'tiny', 'JJ'), (u'shapes', 'NNS')]","[(u'more', 'JJR'), (u'smoother', 'IN'), (u'lines', 'NNS')]","[(u'more', 'JJR'), (u'tiny', 'JJ'), (u'shapes', 'NNS')]","[(u'more', 'JJR'), (u'lines', 'NNS')]","[(u'more', 'JJR'), (u'tiny', 'JJ'), (u'shapes', 'NNS')]","[(u'more', 'JJR'), (u'lines', 'NNS')]",3,2,3,2,0.725490196,0.666666667,0.729166667,0.731707317,0.723404255,0.725
252,R_2diNoAtgQloncCP,1/15/16 15:17,1/15/16 15:22,1.237,6.701,20.361,3,curved line,straight lines,1.01,3.364,7.325,3,longer,shorter,1,32,2,1,,FL_73|FL_90|FL_72|FL_74|FL_91|FL_97|FL_94|FL_71,FL_L86,FL_L78,FL_L62,FL_L88,FL_L63,FL_L92,FL_L64,FL_L95,time4.1Su_1.2.,1.107,4,1Su,2,2.391,12.414,3,smooth,poking out parts,surface,shape,1,4_1Su,poking out parts,smooth,3,1,"[u'poking', u'out', u'parts']",[u'smooth'],"[(u'poking', 'VBG'), (u'out', 'IN'), (u'parts', 'NNS')]","[(u'smooth', 'NN')]","[(u'poking', 'VBG'), (u'parts', 'NNS')]","[(u'smooth', 'NN')]","[(u'poking', 'VBG'), (u'parts', 'NNS')]","[(u'smooth', 'NN')]",2,1,2,1,0.725490196,0.666666667,0.729166667,0.731707317,0.723404255,0.725
253,R_9p1vpKtLWhvSGLD,1/15/16 15:22,1/15/16 15:27,4.301,9.605,13.926,2,its a circle,its a triangle,2.553,2.553,14.743,1,this line is longer,this line i sshorter,,21,1,1,,FL_97|FL_72|FL_71|FL_94|FL_74|FL_73|FL_91|FL_90,FL_L86,FL_L81,FL_L62,FL_L89,FL_L69,FL_L92,FL_L64,FL_L96,time4.1Su_1.2.,2.314,4,1Su,2,6.978,17.229,2,more round,sharper corners,surface,shape,1,4_1Su,sharper corners,more round,2,2,"[u'sharper', u'corners']","[u'more', u'round']","[(u'sharper', 'JJR'), (u'corners', 'NNS')]","[(u'more', 'JJR'), (u'round', 'NN')]","[(u'sharper', 'JJR'), (u'corners', 'NNS')]","[(u'more', 'JJR'), (u'round', 'NN')]","[(u'sharper', 'JJR'), (u'corners', 'NNS')]","[(u'more', 'JJR'), (u'round', 'NN')]",2,2,2,2,0.725490196,0.666666667,0.729166667,0.731707317,0.723404255,0.725
254,R_3I3LXyIFQ73aoAD,1/15/16 15:53,1/15/16 15:54,1.392,3.317,8.068,2,shape,shape,0.924,0.924,5.428,1,length,length,,34,1,1,,FL_97|FL_71|FL_72|FL_90|FL_74|FL_94|FL_73|FL_91,FL_L86,FL_L78,FL_L68,FL_L89,FL_L63,FL_L92,FL_L64,FL_L96,time4.1Su_1.2.,0.484,4,1Su,2,1.212,1.916,2,shape,shape,surface,shape,1,4_1Su,shape,shape,1,1,[u'shape'],[u'shape'],"[(u'shape', 'NN')]","[(u'shape', 'NN')]","[(u'shape', 'NN')]","[(u'shape', 'NN')]","[(u'shape', 'NN')]","[(u'shape', 'NN')]",1,1,1,1,0.725490196,0.666666667,0.729166667,0.731707317,0.723404255,0.725
255,R_3MboPI9w4G1BcTx,1/15/16 15:50,1/15/16 15:55,13.185,23.71,29.637,2,Cicular,Triangular,5.459,8.702,12.978,2,Longer,Shorter,1,28,1,1,,FL_91|FL_94|FL_90|FL_72|FL_74|FL_73|FL_71|FL_97,FL_L4,FL_L78,FL_L68,FL_L88,FL_L63,FL_L93,FL_L64,FL_L95,time4.1Su_1.2.,10.813,4,1Su,2,17.043,26.413,2,Outline,Definition,surface,shape,1,4_1Su,Definition,Outline,1,1,[u'Definition'],[u'Outline'],"[(u'Definition', 'NN')]","[(u'Outline', 'NNP')]","[(u'Definition', 'NN')]","[(u'Outline', 'NNP')]","[(u'Definition', 'NN')]","[(u'Outline', 'NNP')]",1,1,1,1,0.725490196,0.666666667,0.729166667,0.731707317,0.723404255,0.725
256,R_2uC0G0WxcjIwN5T,1/15/16 15:53,1/15/16 15:55,1.721,6.895,10.726,2,circle,triangle,0.649,6.308,6.865,2,long,short,,28,2,1,,FL_72|FL_97|FL_74|FL_71|FL_91|FL_94|FL_73|FL_90,FL_L86,FL_L78,FL_L62,FL_L88,FL_L69,FL_L93,FL_L64,FL_L96,time4.1Su_1.2.,2.228,4,1Su,2,2.228,7.543,1,smooth,jagged,surface,shape,1,4_1Su,jagged,smooth,1,1,[u'jagged'],[u'smooth'],"[(u'jagged', 'VBD')]","[(u'smooth', 'NN')]","[(u'jagged', 'VBD')]","[(u'smooth', 'NN')]","[(u'jagged', 'VBD')]","[(u'smooth', 'NN')]",1,1,1,1,0.725490196,0.666666667,0.729166667,0.731707317,0.723404255,0.725
257,R_1FKVGqPxtIE4pdF,1/15/16 15:53,1/15/16 15:58,1.46,1.82,9.317,2,circle,triangle,1.611,1.611,9.266,1,long line,short line,,43,2,1,,FL_72|FL_97|FL_94|FL_91|FL_90|FL_74|FL_71|FL_73,FL_L4,FL_L78,FL_L62,FL_L89,FL_L69,FL_L92,FL_L64,FL_L95,time4.1Su_1.2.,2.367,4,1Su,2,2.367,13.798,1,less detailed,more detailed,surface,shape,1,4_1Su,more detailed,less detailed,2,2,"[u'more', u'detailed']","[u'less', u'detailed']","[(u'more', 'JJR'), (u'detailed', 'VBD')]","[(u'less', 'JJR'), (u'detailed', 'VBN')]","[(u'more', 'JJR'), (u'detailed', 'VBD')]","[(u'less', 'JJR'), (u'detailed', 'VBN')]","[(u'more', 'JJR'), (u'detailed', 'VBD')]","[(u'less', 'JJR'), (u'detailed', 'VBN')]",2,2,2,2,0.725490196,0.666666667,0.729166667,0.731707317,0.723404255,0.725
258,R_1gGfj8O5oKBnrJS,1/15/16 15:52,1/15/16 15:59,10.981,10.981,18.063,1,square,triangle,2.293,2.293,7.137,1,long line,short line,,27,1,1,,FL_91|FL_72|FL_90|FL_73|FL_94|FL_97|FL_74|FL_71,FL_L4,FL_L78,FL_L62,FL_L89,FL_L63,FL_L93,FL_L64,FL_L96,time4.1Su_1.2.,86.674,4,1Su,2,86.674,112.375,1,firm,curved edges,surface,shape,1,4_1Su,curved edges,firm,2,1,"[u'curved', u'edges']",[u'firm'],"[(u'curved', 'VBD'), (u'edges', 'NNS')]","[(u'firm', 'NN')]","[(u'curved', 'VBD'), (u'edges', 'NNS')]","[(u'firm', 'NN')]","[(u'curved', 'VBD'), (u'edges', 'NNS')]","[(u'firm', 'NN')]",2,1,2,1,0.725490196,0.666666667,0.729166667,0.731707317,0.723404255,0.725
259,R_1dfUh65ZYl0wNoO,1/15/16 16:37,1/15/16 16:43,4.547,4.547,27.715,1,Is a circle,Is a triangle,1.635,1.635,15.882,1,The line is longer,The line is shorter,,30,1,1,,FL_73|FL_74|FL_71|FL_72|FL_97|FL_94|FL_91|FL_90,FL_L4,FL_L81,FL_L68,FL_L89,FL_L63,FL_L93,FL_L64,FL_L95,time4.1Su_1.2.,1.586,4,1Su,2,1.586,36.169,1,edges are smooth,edges are lumpy,surface,shape,1,4_1Su,edges are lumpy,edges are smooth,3,3,"[u'edges', u'are', u'lumpy']","[u'edges', u'are', u'smooth']","[(u'edges', 'NNS'), (u'are', 'VBP'), (u'lumpy', 'JJ')]","[(u'edges', 'NNS'), (u'are', 'VBP'), (u'smooth', 'JJ')]","[(u'edges', 'NNS'), (u'are', 'VBP'), (u'lumpy', 'JJ')]","[(u'edges', 'NNS'), (u'are', 'VBP'), (u'smooth', 'JJ')]","[(u'edges', 'NNS'), (u'lumpy', 'JJ')]","[(u'edges', 'NNS'), (u'smooth', 'JJ')]",3,3,2,2,0.725490196,0.666666667,0.729166667,0.731707317,0.723404255,0.725
260,R_2thTIpF3wYArBgJ,1/15/16 15:17,1/15/16 15:23,2.076,22.405,28.447,2,circle,triangle,1.593,1.593,8.028,1,long line,short line,,37,2,1,,FL_72|FL_90|FL_71|FL_74|FL_73|FL_94|FL_91|FL_97,FL_L4,FL_L78,FL_L62,FL_L88,FL_L69,FL_L93,FL_L70,FL_L96,time4.2Su_1.1.,1.968,4,2Su,1,23.597,29.531,2,rough jagged lines,smooth curvy lines,surface,shape,2,4_2Su,rough jagged lines,smooth curvy lines,3,3,"[u'rough', u'jagged', u'lines']","[u'smooth', u'curvy', u'lines']","[(u'rough', 'IN'), (u'jagged', 'VBN'), (u'lines', 'NNS')]","[(u'smooth', 'NN'), (u'curvy', 'NN'), (u'lines', 'NNS')]","[(u'jagged', 'VBN'), (u'lines', 'NNS')]","[(u'smooth', 'NN'), (u'curvy', 'NN'), (u'lines', 'NNS')]","[(u'jagged', 'VBN'), (u'lines', 'NNS')]","[(u'smooth', 'NN'), (u'curvy', 'NN'), (u'lines', 'NNS')]",2,3,2,3,0.833333333,0.666666667,0.85106383,0.675,0.844444444,0.666666667
261,R_PuIRuqhDuUOUpvb,1/15/16 15:21,1/15/16 15:28,1.308,13.052,14.054,3,circle,triangle,1.875,9.661,10.85,3,long line,short line,,20,1,1,,FL_91|FL_72|FL_71|FL_97|FL_74|FL_73|FL_94|FL_90,FL_L4,FL_L78,FL_L68,FL_L89,FL_L69,FL_L93,FL_L70,FL_L96,time4.2Su_1.1.,13.453,4,2Su,1,15.287,28.964,2,sloppy drawing,talented drawing,surface,shape,2,4_2Su,sloppy drawing,talented drawing,2,2,"[u'sloppy', u'drawing']","[u'talented', u'drawing']","[(u'sloppy', 'NN'), (u'drawing', 'VBG')]","[(u'talented', 'VBD'), (u'drawing', 'VBG')]","[(u'sloppy', 'NN'), (u'drawing', 'VBG')]","[(u'talented', 'VBD'), (u'drawing', 'VBG')]","[(u'sloppy', 'NN'), (u'drawing', 'VBG')]","[(u'talented', 'VBD'), (u'drawing', 'VBG')]",2,2,2,2,0.833333333,0.666666667,0.85106383,0.675,0.844444444,0.666666667
262,R_1jVSUb5xOFV66uP,1/15/16 15:26,1/15/16 15:29,0.841,0.841,11.903,1,It's a circle.,It's a triangle.,0.831,11.881,16.38,2,Longer line.,Shorter line.,1,28,2,1,,FL_94|FL_72|FL_73|FL_71|FL_74|FL_90|FL_97|FL_91,FL_L4,FL_L78,FL_L68,FL_L88,FL_L63,FL_L93,FL_L70,FL_L95,time4.2Su_1.1.,0.582,4,2Su,1,0.582,14.788,1,Sharper angles.,Smooth curves.,surface,shape,2,4_2Su,Sharper angles.,Smooth curves.,2,2,"[u'Sharper', u'angles.']","[u'Smooth', u'curves.']","[(u'Sharper', 'NNP'), (u'angles', 'NNS'), (u'.', '.')]","[(u'Smooth', 'NNP'), (u'curves', 'VBZ'), (u'.', '.')]","[(u'Sharper', 'NNP'), (u'angles', 'NNS')]","[(u'Smooth', 'NNP'), (u'curves', 'VBZ')]","[(u'Sharper', 'NNP'), (u'angles', 'NNS')]","[(u'Smooth', 'NNP'), (u'curves', 'VBZ')]",2,2,2,2,0.833333333,0.666666667,0.85106383,0.675,0.844444444,0.666666667
263,R_1M0ViAylw7qjeF1,1/15/16 15:50,1/15/16 15:53,7.559,7.559,15.536,1,it has a circle,it has a triangle,2.584,2.584,9.09,1,the line is longer,the line is shorter,,35,1,1,,FL_97|FL_73|FL_91|FL_94|FL_90|FL_72|FL_74|FL_71,FL_L4,FL_L78,FL_L62,FL_L89,FL_L63,FL_L93,FL_L70,FL_L96,time4.2Su_1.1.,2.019,4,2Su,1,16.963,21.395,2,bumpy,smooth,surface,shape,2,4_2Su,bumpy,smooth,1,1,[u'bumpy'],[u'smooth'],"[(u'bumpy', 'NN')]","[(u'smooth', 'NN')]","[(u'bumpy', 'NN')]","[(u'smooth', 'NN')]","[(u'bumpy', 'NN')]","[(u'smooth', 'NN')]",1,1,1,1,0.833333333,0.666666667,0.85106383,0.675,0.844444444,0.666666667
264,R_27s4JkihOkiTFix,1/15/16 15:53,1/15/16 15:56,2.693,2.693,7.695,1,Circle,Triangle,2.026,2.026,8.586,1,Long line, Short line,1,25,2,1,,FL_72|FL_71|FL_74|FL_97|FL_94|FL_91|FL_73|FL_90,FL_L4,FL_L81,FL_L68,FL_L88,FL_L69,FL_L92,FL_L70,FL_L95,time4.2Su_1.1.,1.536,4,2Su,1,8.328,14.183,3,has a less defined shape,has a more defined shape,surface,shape,2,4_2Su,has a less defined shape,has a more defined shape,5,5,"[u'has', u'a', u'less', u'defined', u'shape']","[u'has', u'a', u'more', u'defined', u'shape']","[(u'has', 'VBZ'), (u'a', 'DT'), (u'less', 'JJR'), (u'defined', 'VBN'), (u'shape', 'NN')]","[(u'has', 'VBZ'), (u'a', 'DT'), (u'more', 'RBR'), (u'defined', 'VBN'), (u'shape', 'NN')]","[(u'has', 'VBZ'), (u'less', 'JJR'), (u'defined', 'VBN'), (u'shape', 'NN')]","[(u'has', 'VBZ'), (u'more', 'RBR'), (u'defined', 'VBN'), (u'shape', 'NN')]","[(u'has', 'VBZ'), (u'less', 'JJR'), (u'defined', 'VBN'), (u'shape', 'NN')]","[(u'has', 'VBZ'), (u'more', 'RBR'), (u'defined', 'VBN'), (u'shape', 'NN')]",4,4,4,4,0.833333333,0.666666667,0.85106383,0.675,0.844444444,0.666666667
265,R_1f3ijP6IPsrwVQ0,1/15/16 15:52,1/15/16 15:57,5.714,5.714,22.087,1,its a circle,its a triangle,4.06,12.475,21.762,2,the middle line is longer,the middle line is shorter,,30,2,1,,FL_72|FL_91|FL_71|FL_74|FL_73|FL_90|FL_97|FL_94,FL_L86,FL_L78,FL_L68,FL_L89,FL_L69,FL_L92,FL_L70,FL_L95,time4.2Su_1.1.,11.154,4,2Su,1,11.154,32.647,1,more jagged lines,all smooth lines,surface,shape,2,4_2Su,more jagged lines,all smooth lines,3,3,"[u'more', u'jagged', u'lines']","[u'all', u'smooth', u'lines']","[(u'more', 'JJR'), (u'jagged', 'VBD'), (u'lines', 'NNS')]","[(u'all', 'DT'), (u'smooth', 'DT'), (u'lines', 'NNS')]","[(u'more', 'JJR'), (u'jagged', 'VBD'), (u'lines', 'NNS')]","[(u'lines', 'NNS')]","[(u'more', 'JJR'), (u'jagged', 'VBD'), (u'lines', 'NNS')]","[(u'lines', 'NNS')]",3,1,3,1,0.833333333,0.666666667,0.85106383,0.675,0.844444444,0.666666667
266,R_bNk5U3Jc4s2Gorn,1/15/16 15:52,1/15/16 15:57,1.97,18.937,19.584,3,has no edges,has straight lines,1.838,31.327,32.006,2,line is long,line is short,,27,2,2,vietnamese,FL_74|FL_73|FL_72|FL_94|FL_71|FL_97|FL_90|FL_91,FL_L86,FL_L81,FL_L62,FL_L89,FL_L69,FL_L93,FL_L70,FL_L96,time4.2Su_1.1.,1.597,4,2Su,1,21.934,24.267,6,has points everywhere,has rounder areas,surface,shape,2,4_2Su,has points everywhere,has rounder areas,3,3,"[u'has', u'points', u'everywhere']","[u'has', u'rounder', u'areas']","[(u'has', 'VBZ'), (u'points', 'NNS'), (u'everywhere', 'RB')]","[(u'has', 'VBZ'), (u'rounder', 'VBN'), (u'areas', 'NNS')]","[(u'has', 'VBZ'), (u'points', 'NNS'), (u'everywhere', 'RB')]","[(u'has', 'VBZ'), (u'rounder', 'VBN'), (u'areas', 'NNS')]","[(u'has', 'VBZ'), (u'points', 'NNS'), (u'everywhere', 'RB')]","[(u'has', 'VBZ'), (u'rounder', 'VBN'), (u'areas', 'NNS')]",3,3,3,3,0.833333333,0.666666667,0.85106383,0.675,0.844444444,0.666666667
